Classes,Ratio R2,Jawline Width D5,Ratio R3,angle A1,Forehead width D2,face length D3,chin_width D6,angle A2,Ratio R1,Ratio R8,Ratio R7,Ratio R3,Ratio R4,Ratio R5,Ratio R6,Ratio R9,Ratio R10,cheekbone width D1,jawline length D4,chin shape D7,angle A3
square,0.801048806,148,0.676848061,74.6284834,147.14,217.39,84.01,63.75528645,0.844952337,1.005844774,0.482427932,0.676848061,1.176621622,0.567635135,1.178193072,0.668783784,0.511843828,174.14,98.98,43,72.23502193
square,0.843770212,124.79,0.769447874,65.86369234,130.86,170.07,71.45,49.76213972,0.911916376,0.95361455,0.497909408,0.769447874,1.149931886,0.572561904,0.921763471,0.527766648,0.505528341,143.5,65.86,36.12,76.83731491
square,0.769230769,141.06,0.679565258,73.2448725,145.06,213.46,82.02,59.33339584,0.883434836,0.972425203,0.499512789,0.679565258,1.164043669,0.5814547,0.915996099,0.532610237,0.512192148,164.2,75.13,42.01,75.26713399
square,0.796170933,263.09,0.729532473,70.12464845,275.88,378.16,153.03,55.89068913,0.916301315,0.953639263,0.508270227,0.729532473,1.144399255,0.581664069,0.998889107,0.581017903,0.522838659,301.08,152.86,80.01,75.17204687
square,0.78227715,105,0.73698396,69.86080149,112.11,152.12,61.01,55.33965791,0.94210084,0.936580145,0.512689076,0.73698396,1.133333333,0.581047619,1.009506638,0.586571429,0.508113424,119,61.59,31,77.66091272
square,0.756595985,254.05,0.695494987,69.66092864,271.25,390.01,149.03,55.80507731,0.919242239,0.936589862,0.505049478,0.695494987,1.161503641,0.586616808,1.010534792,0.592796694,0.523451654,295.08,150.6,78.01,75.48315147
square,0.792149444,235.05,0.732856467,70.1044691,247.94,338.32,136.34,57.92310807,0.925149254,0.948011616,0.508731343,0.732856467,1.14018294,0.580046799,1.067918439,0.619442672,0.519510048,268,145.6,70.83,74.81699678
square,0.79439931,155.01,0.722552535,72.25699555,159.2,220.33,92.02,57.13298824,0.909558361,0.973680905,0.525738445,0.722552535,1.129152958,0.59363912,0.963703543,0.572092123,0.522060422,175.03,88.68,48.04,77.24584886
square,0.800612156,205.41,0.689515993,69.74134403,205,297.31,116.73,56.49637638,0.861235979,1.002,0.49040037,0.689515993,1.158804343,0.568278078,1.038807504,0.590331532,0.518547074,238.03,121.26,60.53,75.27978107
square,0.769763287,148.03,0.737918714,75.94591532,165.22,223.9,87,61.2678132,0.958630693,0.895956906,0.504786771,0.737918714,1.164291022,0.587718706,1.093448276,0.642640005,0.517356322,172.35,95.13,45.01,76.13674476
square,0.753940278,165.1,0.67809246,73.52325155,167.36,246.81,96.52,57.90740867,0.899398108,0.986496176,0.518701634,0.67809246,1.1270745,0.584615385,0.917944467,0.536644458,0.511500207,186.08,88.6,49.37,77.7573685
square,0.761014493,93.02,0.675289855,74.5163323,93.19,138,54.01,59.41130043,0.88735479,0.99817577,0.514282994,0.675289855,1.129004515,0.580627822,0.920940567,0.534723715,0.499907425,105.02,49.74,27,78.02325672
square,0.804750738,92.27,0.764959528,71.9980581,101.12,132.19,53.08,57.00819574,0.950554616,0.912480222,0.498965971,0.764959528,1.152920776,0.575268235,1.025056518,0.589682454,0.528824416,106.38,54.41,28.07,77.01680126
square,0.774306569,92.05,0.698905109,72.89727103,95.75,137,54.04,58.46520809,0.902620664,0.961357702,0.509426848,0.698905109,1.152417165,0.587072243,0.955218357,0.560782184,0.518504811,106.08,51.62,28.02,75.3101128
square,0.818159753,287.06,0.742020825,67.3917029,305.72,412.01,164.03,53.48044107,0.9069388,0.938963758,0.486605951,0.742020825,1.174284122,0.571413642,1.044930805,0.597087717,0.51831982,337.09,171.4,85.02,75.36372117
square,0.769895288,124.04,0.710575916,67.89861535,135.72,191,70.03,54.95684468,0.922951377,0.913940466,0.476232574,0.710575916,1.185504676,0.564575943,1.077395402,0.608271525,0.514922176,147.05,75.45,36.06,72.29697701
square,0.759977404,230.87,0.723626606,63.19153107,256.2,354.05,130.75,49.72404895,0.952168581,0.901131928,0.485933029,0.723626606,1.165461082,0.566336033,1.145468451,0.648720059,0.538891013,269.07,149.77,70.46,77.14817511
square,0.76004902,134.06,0.704313725,71.99583839,143.68,204,80.06,56.70643673,0.926668817,0.933045657,0.516349565,0.704313725,1.156571684,0.597195286,1.001249063,0.59794122,0.525231077,155.05,80.16,42.05,74.48548388
square,0.736,91.02,0.688071429,65.62826242,96.33,140,54.01,51.09009767,0.934879658,0.944876985,0.524165373,0.688071429,1.132058888,0.593386069,1.040918348,0.617666447,0.518422514,103.04,56.22,28,78.54925552
square,0.774601542,62.39,0.699537275,71.12884546,68.03,97.25,34.37,56.127527,0.903093057,0.917095399,0.456259127,0.699537275,1.207405033,0.550889566,1.172825138,0.646097131,0.526913006,75.33,40.31,18.11,73.5307494
square,0.716019417,247.05,0.671019417,64.51475691,276.46,412,146.09,48.67500768,0.937152542,0.89361933,0.495220339,0.671019417,1.194090265,0.591337786,1.164213841,0.688443635,0.548018345,295,170.08,80.06,74.50422931
square,0.769315438,187.45,0.695817355,73.19377928,195.97,281.64,108.23,59.60086859,0.904463008,0.956523958,0.499515392,0.695817355,1.155881568,0.577380635,1.017370415,0.587409976,0.519449321,216.67,110.11,56.22,74.38684576
square,0.813991577,59.41,0.764038372,66.68633862,65.31,85.48,34.23,54.41055283,0.938631791,0.909661614,0.49195171,0.764038372,1.171183302,0.576165629,1.055214724,0.607978455,0.529068069,69.58,36.12,18.11,73.59596541
square,0.82150055,153.83,0.74830524,68.61173777,163.37,218.32,84.48,58.04722179,0.910900474,0.941604946,0.47103429,0.74830524,1.165897419,0.549177664,1.070430871,0.587856725,0.512428977,179.35,90.43,43.29,73.49190867
square,0.763636364,91.08,0.687258411,72.93866544,96.01,139.7,52.95,59.80464313,0.899981252,0.948651182,0.496344207,0.687258411,1.171277997,0.581357049,1.141076487,0.663372859,0.518602455,106.68,60.42,27.46,73.97938198
square,0.770072993,131.02,0.677582242,65.5131963,135.53,200.02,75.01,53.29078021,0.879893527,0.966723235,0.486983055,0.677582242,1.175622042,0.572508014,1.093320891,0.625934972,0.520063991,154.03,82.01,39.01,75.1770286
square,0.786509365,99.01,0.694794374,66.37480276,104.24,150.03,56.01,54.39342089,0.883389831,0.949827322,0.474661017,0.694794374,1.191798808,0.565700434,1.104267095,0.624684375,0.517764685,118,61.85,29,72.64597536
square,0.790051938,70.03,0.681681982,76.91700933,68.25,100.12,42.05,65.03830884,0.862831858,1.026080586,0.531605563,0.681681982,1.129515922,0.600456947,0.968133175,0.58132229,0.499881094,79.1,40.71,21.02,76.31712533
square,0.817405467,162.37,0.729585773,79.2236413,165.74,227.17,95.19,65.3767441,0.892562874,0.979666948,0.512628575,0.729585773,1.14362259,0.586253618,0.974682215,0.571410975,0.526946108,185.69,92.78,50.16,75.3970962
square,0.789770439,82.05,0.693918647,68.05077618,86.15,124.15,45.01,57.48490291,0.87863335,0.95240859,0.459051504,0.693918647,1.195003047,0.548567946,1.074650078,0.589518586,0.533214841,98.05,48.37,24,71.19735964
square,0.762099644,190.09,0.701494662,69.47296446,197.12,281,110.04,56.10603376,0.920476302,0.964336445,0.513845435,0.701494662,1.126571624,0.578883687,1.015721556,0.587984639,0.52735369,214.15,111.77,58.03,77.73442698
square,0.765738524,158.62,0.686573432,75.65782697,163.48,238.11,93.19,60.84783856,0.896616026,0.970271593,0.511106236,0.686573432,1.149476737,0.587504728,1.018027685,0.598096079,0.516900955,182.33,94.87,48.17,75.10025611
square,0.800085106,162.03,0.695489362,67.50716599,163.44,235,89.02,56.2317164,0.869269227,0.991372981,0.47346027,0.695489362,1.160402395,0.549404431,1.077960009,0.592236006,0.505953718,188.02,95.96,45.04,73.6245655
square,0.74289384,114.04,0.71061596,64.09542602,127.25,179.07,66.01,50.00481078,0.956551154,0.896188605,0.496203864,0.71061596,1.166520519,0.578831989,1.024390244,0.592949842,0.530374186,133.03,67.62,35.01,74.28705999
square,0.797341922,168.36,0.740307391,68.72858474,181.59,245.29,96.13,54.58365094,0.928469169,0.927143565,0.491512425,0.740307391,1.161677358,0.570978855,1.059294705,0.604834878,0.510142515,195.58,101.83,49.04,73.87618263
square,0.767195311,76.06,0.673676952,63.54889454,78.16,116.02,43.05,50.15886526,0.878103584,0.973132037,0.483653522,0.673676952,1.170260321,0.566000526,1.073867596,0.607809624,0.511498258,89.01,46.23,22.02,74.7353803
square,0.76079264,76.01,0.716737438,67.6247723,81.02,113.04,44.01,54.04024103,0.942093023,0.938163416,0.511744186,0.716737438,1.131430075,0.579002763,0.964326289,0.558347586,0.522608498,86,42.44,23,76.60750225
square,0.812015583,166.97,0.697190896,71.62333781,170.01,243.85,92.66,59.88196937,0.858593,0.982118699,0.467956164,0.697190896,1.185901659,0.554949991,1.102525362,0.611846439,0.500647529,198.01,102.16,46.39,71.17340383
square,0.783408897,150.08,0.719935359,66.02910002,160.38,222.77,86.58,52.4492709,0.918977768,0.935777528,0.496103598,0.719935359,1.162846482,0.576892324,1.064680065,0.614205757,0.512936013,174.52,92.18,44.41,74.85853629
square,0.831495993,161.37,0.742418205,72.51302944,167.69,225.87,90.67,58.31414211,0.892870454,0.962311408,0.482775145,0.742418205,1.16384706,0.561876433,0.980147789,0.550721943,0.511635602,187.81,88.87,46.39,74.91745842
square,0.792815759,146,0.746280417,60.43916394,161.01,215.75,83.01,48.34440686,0.941303712,0.906775977,0.485296697,0.746280417,1.171575342,0.568561644,1.023973015,0.582191781,0.53005662,171.05,85,44,73.74758322
square,0.803463049,77.01,0.751606569,67.09503623,84.21,112.04,45,52.78925028,0.935458787,0.914499466,0.499888914,0.751606569,1.168939099,0.584339696,1.066888889,0.623425529,0.511111111,90.02,48.01,23,74.69072651
square,0.764337937,83.05,0.683184403,74.17645163,84.1,123.1,50.01,60.55088151,0.893825061,0.987514863,0.531512382,0.683184403,1.132931969,0.602167369,0.921215757,0.554726069,0.519896021,94.09,46.07,26,79.63238218
square,0.763459799,273.89,0.668967487,63.00462216,281.06,420.14,154.47,49.80700726,0.87623145,0.974489433,0.481575009,0.668967487,1.171127095,0.563985542,1.031656632,0.581839425,0.526315789,320.76,159.36,81.3,75.15597534
square,0.817869649,299.01,0.747927256,64.32495999,331.07,442.65,163,51.70675574,0.914482225,0.903162473,0.45023893,0.747927256,1.210762182,0.54513227,1.043374233,0.568776964,0.521533742,362.03,170.07,85.01,72.15674297
square,0.806263303,326.12,0.735326969,74.58506853,348.92,474.51,185.1,63.20371796,0.912018401,0.934655508,0.483820377,0.735326969,1.173126457,0.567582485,1.054727175,0.598644671,0.519340897,382.58,195.23,96.13,72.95622295
square,0.763743362,264.09,0.70008612,65.49065282,292.65,418.02,151.03,52.61499795,0.916651005,0.902409021,0.473062708,0.70008612,1.208906055,0.571888371,1.141693703,0.652921353,0.523273522,319.26,172.43,79.03,69.82614927
square,0.802957746,50.04,0.72056338,68.96248897,51.16,71,29.02,52.30575953,0.897386423,0.978107897,0.509033503,0.72056338,1.139288569,0.579936051,0.957960028,0.555555556,0.516884907,57.01,27.8,15,77.68498152
square,0.798775671,175.14,0.715718799,65.23261682,181.22,253.2,98.08,53.93013697,0.896019778,0.966449619,0.484944376,0.715718799,1.154790453,0.560009136,1.117862969,0.626013475,0.520391517,202.25,109.64,51.04,75.6520578
square,0.786376419,131,0.717737736,71.1483371,137.82,192.02,74,59.93141718,0.912715232,0.950515165,0.490066225,0.717737736,1.152671756,0.564885496,1.103108108,0.623129771,0.527027027,151,81.63,39,75.58431983
square,0.760811994,644.2,0.716698439,65.32831865,695.52,970.45,377.13,51.39796971,0.942017797,0.926213481,0.510787859,0.716698439,1.146119218,0.585423781,1.064672659,0.623284694,0.530559754,738.33,401.52,200.09,77.33303131
square,0.778,152.08,0.704577778,67.22478816,158.53,225,87.09,53.66934221,0.905626964,0.959313695,0.497514996,0.704577778,1.151038927,0.572659127,0.99448846,0.569502893,0.528304053,175.05,86.61,46.01,77.13047939
square,0.803374885,219.15,0.708598979,65.42371858,223.4,315.27,124.1,54.22967644,0.882027795,0.980975828,0.489971573,0.708598979,1.155738079,0.566278804,1.096132151,0.620716404,0.524012893,253.28,136.03,65.03,76.46143755
square,0.81619421,188.32,0.772768396,75.55499241,205,265.28,111.29,61.38665516,0.946794753,0.918634146,0.513994088,0.772768396,1.149745115,0.590962192,0.96630425,0.571049278,0.522418906,216.52,107.54,58.14,73.80184253
square,0.823391027,84,0.767518064,68.48109115,91.35,119.02,48.01,55.96645855,0.932142857,0.91954023,0.489897959,0.767518064,1.166666667,0.571547619,1.06873568,0.610833333,0.500312435,98,51.31,24.02,74.35775354
square,0.751037344,159.01,0.669087137,72.4082349,161.25,241,94,59.20629527,0.890883978,0.986108527,0.519337017,0.669087137,1.138293189,0.591157789,1.025319149,0.606125401,0.521382979,181,96.38,49.01,77.03089545
square,0.753191489,95.26,0.698138298,64.35808088,105,150.4,54.08,52.11574969,0.92690678,0.907238095,0.47740113,0.698138298,1.189166492,0.567709427,1.133321006,0.643397019,0.500554734,113.28,61.29,27.07,76.17088511
square,0.753045977,107.02,0.686321839,67.24902366,119.42,174,62.03,52.95752523,0.911394337,0.896164797,0.473403037,0.686321839,1.224350589,0.579611288,1.070449782,0.620444777,0.516201838,131.03,66.4,32.02,71.24092379
square,0.742637178,226.27,0.656354983,69.96461969,234.45,357.2,129.14,56.0278062,0.883816489,0.965109832,0.486824745,0.656354983,1.172360454,0.570734079,1.003716896,0.572855438,0.503871767,265.27,129.62,65.07,75.77361136
square,0.805576034,105.04,0.744186047,67.75305752,111.04,149.21,60.03,54.38371893,0.923793677,0.945965418,0.499417637,0.744186047,1.144325971,0.571496573,0.983841413,0.562261995,0.5340663,120.2,59.06,32.06,74.90352172
square,0.782510695,141.06,0.727310364,62.34388612,158.11,217.39,79.01,50.21443402,0.92945741,0.892163684,0.46446417,0.727310364,1.205940734,0.560116263,1.131502341,0.633772863,0.531578281,170.11,89.4,42,72.44823911
square,0.809826896,890.64,0.734337265,68.68722749,942.61,1283.62,503.89,56.64423979,0.906783004,0.944865851,0.484738002,0.734337265,1.167149466,0.565761699,1.089721963,0.61652295,0.520689039,1039.51,549.1,262.37,74.2677674
square,0.761300351,949.75,0.682589889,66.04686116,1009.96,1479.6,533.85,54.76458779,0.896610501,0.940383778,0.473935122,0.682589889,1.186017373,0.562095288,1.163191908,0.653824691,0.523986138,1126.42,620.97,279.73,73.85061455
square,0.790719734,173.05,0.71783724,66.92721342,181.62,253.01,98.02,54.92292329,0.907827652,0.952813567,0.489953014,0.71783724,1.156082057,0.566425888,1.041420118,0.589887316,0.51009998,200.06,102.08,50,74.26762637
square,0.796973697,148.66,0.705383237,69.94911359,149.64,212.14,85.38,57.79523285,0.885077187,0.993450949,0.50499793,0.705383237,1.137293152,0.574330687,1.042632935,0.59881609,0.517451394,169.07,89.02,44.18,77.34408921
square,0.767578964,167.76,0.696169914,70.35187857,178.31,256.13,93.54,60.0985273,0.906968464,0.94083338,0.475788403,0.696169914,1.171912256,0.55758226,1.128928801,0.629470672,0.518601668,196.6,105.6,48.51,73.05670235
square,0.817049631,272.02,0.730479389,70.91588754,276.26,378.19,156.01,57.08438415,0.894045307,0.984652139,0.504886731,0.730479389,1.135945886,0.573524006,0.943208769,0.540952871,0.512787642,309,147.15,80,77.79953127
square,0.805961017,238.42,0.746321708,63.60760474,256.16,343.23,133.96,51.54817424,0.926002241,0.930746408,0.48425695,0.746321708,1.160263401,0.561865615,1.066736339,0.59936247,0.519408779,276.63,142.9,69.58,75.43027935
square,0.803926643,592.04,0.724182145,71.07834943,615.62,850.09,342.13,56.64077171,0.900806251,0.961697151,0.500621881,0.724182145,1.154330788,0.577883251,0.983310438,0.568238633,0.512699851,683.41,336.42,175.41,75.84708253
square,0.752897031,118.21,0.691535151,71.92211517,125.32,181.22,69.18,58.92918638,0.918498974,0.943265241,0.50703606,0.691535151,1.154217071,0.585229676,1.010263082,0.591235936,0.522116219,136.44,69.89,36.12,74.66272565
square,0.749510955,136.18,0.685446009,77.22666347,140.16,204.48,84.1,60.23584018,0.914524338,0.971603881,0.548740702,0.685446009,1.125422235,0.617564988,0.900356718,0.556028785,0.523781213,153.26,75.72,44.05,79.50852299
square,0.740692581,94.09,0.66719135,71.58104218,97.49,146.12,56.04,57.04208343,0.900766885,0.965124628,0.517786196,0.66719135,1.150281645,0.595599957,1.049607423,0.625146137,0.517844397,108.23,58.82,29.02,76.82924963
square,0.743768844,253.02,0.702286432,68.43074726,279.51,398,148.03,54.86402086,0.944226741,0.905227004,0.500067563,0.702286432,1.16994704,0.585052565,1.154428156,0.675401154,0.526987773,296.02,170.89,78.01,74.61094238
square,0.746818539,253.02,0.736370778,63.30450903,281.22,381.9,149,49.2354118,0.986010308,0.899722637,0.522422075,0.736370778,1.127223144,0.588886254,1.016644295,0.598687851,0.516979866,285.21,151.48,77.03,77.08631162
square,0.850701829,103,0.78136963,65.17643313,110.22,141.06,57.01,54.15932151,0.9185,0.934494647,0.475083333,0.78136963,1.165048544,0.553495146,1.060515699,0.586990291,0.52622347,120,60.46,30,75.06858282
square,0.789823009,121.07,0.743759927,72.00144009,131.11,176.28,72.03,56.99810786,0.941679236,0.92342308,0.5173454,0.743759927,1.14999587,0.594945073,1.032902957,0.614520525,0.528252117,139.23,74.4,38.05,76.53052417
square,0.817889143,353.62,0.712501455,74.50059974,367.38,515.62,191.32,64.70540529,0.871146732,0.962545593,0.453665939,0.712501455,1.192579605,0.541032747,1.141333891,0.61749901,0.509199247,421.72,218.36,97.42,71.91235927
square,0.860255815,561,0.775730665,72.12757625,585.25,754.45,314.04,60.0903345,0.901744168,0.958564716,0.483867986,0.775730665,1.156898396,0.559786096,1.012800917,0.566951872,0.512769074,649.02,318.06,161.03,74.44557482
square,0.822116272,225.08,0.707074746,72.7110901,229.87,325.1,124,61.30354586,0.860066599,0.979162135,0.463950312,0.707074746,1.187444464,0.55091523,1.109354839,0.611160476,0.508064516,267.27,137.56,63,69.77651632
square,0.797251061,357.31,0.729466049,76.01661538,373.1,511.47,205.12,62.85539388,0.91497658,0.957678906,0.503028668,0.729466049,1.141221908,0.574067336,1.026179797,0.589096303,0.521987129,407.77,210.49,107.07,75.70072164
square,0.818451996,166.11,0.720334238,76.46850039,167.24,232.17,94.09,64.57984235,0.880117882,0.993243243,0.495158404,0.720334238,1.143940762,0.566431882,1.05229036,0.59605081,0.510574981,190.02,99.01,48.04,72.8441231
square,0.837988352,336.16,0.726948093,74.59485249,342,470.46,187.11,63.21948467,0.867491883,0.982923977,0.474609375,0.726948093,1.172774869,0.556609948,1.167227834,0.649690624,0.511731067,394.24,218.4,95.75,72.20784307
square,0.839235934,299,0.748381936,73.51192002,308.73,412.53,164,63.74404485,0.891742006,0.968483788,0.473700933,0.748381936,1.157892977,0.548494983,1.138292683,0.624347826,0.518353659,346.21,186.68,85.01,73.52389671
square,0.811477213,404.84,0.7149989,76.61734987,422.5,590.91,222.51,66.18908995,0.881107798,0.958201183,0.464036204,0.7149989,1.184443237,0.549624543,1.119140713,0.615107203,0.51022426,479.51,249.02,113.53,71.27209197
square,0.802624037,109,0.780778294,65.64077921,122.59,157.01,62.01,54.21072997,0.972782098,0.889142671,0.492064752,0.780778294,1.156146789,0.568899083,1.122883406,0.638807339,0.53217223,126.02,69.63,33,74.66984642
