Classes,Ratio R2,Jawline Width D5,Ratio R3,angle A1,Forehead width D2,face length D3,chin_width D6,angle A2,Ratio R1,Ratio R8,Ratio R7,Ratio R3,Ratio R4,Ratio R5,Ratio R6,Ratio R9,Ratio R10,cheekbone width D1,jawline length D4,chin shape D7,angle A3
oval,0.780842314,284.11,0.736386841,69.90652157,311.58,423.12,164.03,56.22985398,0.943067284,0.911836446,0.496473864,0.736386841,1.162894653,0.577346802,1.080777906,0.623983668,0.518258855,330.39,177.28,85.01,73.6332481
oval,0.747805922,179.18,0.711630396,72.98447915,199.47,280.3,103.08,59.7574264,0.951624445,0.898280443,0.491770431,0.711630396,1.169829222,0.57528742,1.111951882,0.63969193,0.524641055,209.61,114.62,54.08,75.06124838
oval,0.765902439,135.01,0.696536585,67.44583521,142.79,205,78.06,54.40966587,0.90943252,0.945514392,0.497165786,0.696536585,1.162950893,0.578179394,1.027542916,0.59410414,0.52587753,157.01,80.21,41.05,76.58977344
oval,0.797912364,176.14,0.694415757,74.50961734,188.27,271.12,97.02,63.0313805,0.870290759,0.935571254,0.448481487,0.694415757,1.228170773,0.550811854,1.231086374,0.678096968,0.510204082,216.33,119.44,49.5,68.66018743
oval,0.789318021,386.19,0.73583894,70.59927006,425.44,578.17,216.08,58.5317938,0.932246472,0.907742572,0.473485845,0.73583894,1.181698128,0.559517336,1.057756387,0.591833036,0.5186505,456.36,228.56,112.07,71.92812716
oval,0.732906846,305.38,0.666872117,77.21498969,313.77,470.51,183.88,62.75285474,0.909900244,0.973260669,0.533232804,0.666872117,1.129216059,0.602135045,1.046443333,0.630100203,0.529312595,344.84,192.42,97.33,79.37003911
oval,0.700645466,77.01,0.639955919,64.20285327,81.3,127.04,44,49.43960454,0.913380519,0.947232472,0.49432648,0.639955919,1.155823919,0.57135437,1.114545455,0.636800416,0.522727273,89.01,49.04,23,75.32001082
oval,0.750916075,374.11,0.668212636,70.00690667,377.48,564.91,227.06,55.07718847,0.889863272,0.991072375,0.535266384,0.668212636,1.133891102,0.60693379,0.972914648,0.590494774,0.528582753,424.2,220.91,120.02,77.59399201
oval,0.794693217,136.01,0.746088577,58.08786722,152.12,203.89,79.1,44.75508365,0.938838487,0.894096766,0.488181201,0.746088577,1.191309463,0.581574884,1.005183312,0.584589368,0.531099874,162.03,79.51,42.01,73.05675008
oval,0.782871904,412,0.710083834,63.27492315,448.07,631.01,226,51.83929404,0.907024291,0.919499185,0.457489879,0.710083834,1.199029126,0.548543689,1.147920354,0.629684466,0.522123894,494,259.43,118,73.9386209
oval,0.805582558,49.01,0.726982364,68.99431407,52.35,72.01,27.02,57.10565603,0.902430615,0.936198663,0.465781762,0.726982364,1.183635993,0.551316058,1.20096225,0.662109774,0.518134715,58.01,32.45,14,71.65821496
oval,0.773199311,121.1,0.69434109,72.66649586,125.03,180.07,71.06,58.12576092,0.898010486,0.968567544,0.51037851,0.69434109,1.149710983,0.586787779,0.995215311,0.583980182,0.506754855,139.23,70.72,36.01,74.50556628
oval,0.758158444,60,0.661575651,64.16927775,60.21,91.01,34,51.89422183,0.872608696,0.996512207,0.492753623,0.661575651,1.15,0.566666667,1.111764706,0.63,0.529411765,69,37.8,18,77.47119229
oval,0.748313145,154,0.666287294,69.10338393,163.92,246.02,87.02,56.71252727,0.89038566,0.939482674,0.472677892,0.666287294,1.195454545,0.565064935,1.233509538,0.697012987,0.528614112,184.1,107.34,46,71.62795978
oval,0.751211209,98.33,0.702370041,68.22836526,107.28,152.74,56.22,55.23603636,0.934983441,0.916573453,0.48997734,0.702370041,1.166887013,0.571748195,1.097829954,0.627682294,0.517075774,114.74,61.72,29.07,73.48639355
oval,0.721045502,204.04,0.655747799,69.33253788,213,324.82,119.04,54.36532771,0.909440246,0.957934272,0.508261816,0.655747799,1.147863164,0.583415017,0.946572581,0.552244658,0.521085349,234.21,112.68,62.03,77.70348581
oval,0.818573988,313.04,0.711457204,67.43518651,321.6,452.03,172.1,55.77932145,0.869142209,0.973383085,0.465109994,0.711457204,1.182021467,0.549769997,1.18959907,0.654005878,0.528878559,370.02,204.73,91.02,72.83762689
oval,0.79927571,129.99,0.768812909,67.97831735,144.36,187.77,74.55,53.31655937,0.961886994,0.90045719,0.496735075,0.768812909,1.15455035,0.573505654,1.044936284,0.599276867,0.525821596,150.08,77.9,39.2,74.58097611
oval,0.762829736,82.22,0.711111111,68.79204437,88.96,125.1,47.1,54.72201801,0.932201614,0.924235612,0.493555486,0.711111111,1.160666505,0.57285332,1.044585987,0.598394551,0.509978769,95.43,49.2,24.02,73.70260379
oval,0.771753741,145.5,0.661215163,73.95260024,147.57,223.18,82.3,62.22552349,0.856769624,0.985972759,0.477821644,0.661215163,1.183780069,0.565635739,1.130498177,0.639450172,0.511664642,172.24,93.04,42.11,73.01219677
oval,0.782264233,121.2,0.727188285,63.68386257,133.09,183.02,70.11,50.25521847,0.929594189,0.910661958,0.489697562,0.727188285,1.181270627,0.578465347,1.072172301,0.620214521,0.528455285,143.17,75.17,37.05,73.87301722
oval,0.759267503,321,0.683427762,68.27932156,337.75,494.2,178.07,56.43175353,0.900114596,0.950407106,0.474562268,0.683427762,1.16894081,0.554735202,1.188802156,0.659470405,0.533610378,375.23,211.69,95.02,74.10676361
oval,0.844886431,178.66,0.755678475,71.50928759,192.63,254.91,97.67,59.30881886,0.894414264,0.927477548,0.45349863,0.755678475,1.205474085,0.546680846,1.129415378,0.617429755,0.534145592,215.37,110.31,52.17,71.26463709
oval,0.779308439,167.24,0.714454883,59.02577958,181,253.34,94.09,48.89178062,0.916780631,0.923977901,0.476573976,0.714454883,1.180519015,0.56260464,1.105749814,0.622099976,0.521203103,197.43,104.04,49.04,73.97658947
oval,0.784077684,179.01,0.702647658,72.10445609,193.2,274.96,99.02,60.33743477,0.896145461,0.926552795,0.459297741,0.702647658,1.204346126,0.553153455,1.249343567,0.691078711,0.525247425,215.59,123.71,52.01,71.27367917
oval,0.77322023,62,0.719746591,64.54240955,67.03,93.13,35,51.01282152,0.930842938,0.924958974,0.486043605,0.719746591,1.161451613,0.564516129,1.023142857,0.577580645,0.514285714,72.01,35.81,18,75.27161256
oval,0.791936645,169.05,0.714822814,68.88610687,178.72,250.02,94.09,56.85239653,0.902626263,0.945893017,0.47520202,0.714822814,1.171251109,0.556580893,1.164310766,0.648033126,0.521203103,198,109.55,49.04,74.19748605
oval,0.796100577,804.5,0.68073477,45.79349033,863.09,1267.88,432.07,34.98790768,0.855086391,0.932116002,0.428063327,0.68073477,1.254642635,0.537066501,1.050084477,0.563965196,0.518781679,1009.36,453.71,224.15,68.30108388
oval,0.729329948,113.16,0.647256872,66.54473524,117.27,181.18,64.12,55.05693036,0.887467837,0.964952673,0.485242924,0.647256872,1.167727112,0.566631318,1.163911416,0.65950866,0.515595758,132.14,74.63,33.06,75.15537378
oval,0.796578743,115.11,0.753035469,69.11323363,125.9,167.19,64.03,57.20493357,0.945337138,0.914297061,0.480777895,0.753035469,1.15698028,0.556250543,1.074808683,0.597862914,0.515695768,133.18,68.82,33.02,75.67728002
oval,0.713554736,124.06,0.650627306,68.29374016,132.24,203.25,73.06,53.48976,0.911811349,0.938142771,0.503757843,0.650627306,1.169031114,0.588908593,1.085683,0.639368048,0.520804818,145.03,79.32,38.05,74.48601658
oval,0.768337527,99.18,0.714599058,61.49043302,110.77,155.01,56.14,47.10318689,0.930058774,0.895368782,0.471368598,0.714599058,1.200846945,0.566041541,1.058247239,0.599011898,0.537050232,119.1,59.41,30.15,73.12373538
oval,0.786823498,103.02,0.72715258,66.55728606,110.04,151.33,57.04,54.10485417,0.924162257,0.936205016,0.479045939,0.72715258,1.155794991,0.553678897,1.055575035,0.584449621,0.526297335,119.07,60.21,30.02,76.50302239
oval,0.781284174,85,0.707311358,69.09376422,90.55,128.02,49,55.72873767,0.905318936,0.938707896,0.48990202,0.707311358,1.176705882,0.576470588,1.098367347,0.633176471,0.530612245,100.02,53.82,26,74.81799369
oval,0.756463396,249.13,0.700999948,63.18431583,270.6,386.02,143.13,49.35224915,0.926680593,0.920657797,0.490154447,0.700999948,1.172118974,0.574519327,1.03143995,0.592582186,0.524418361,292.01,147.63,75.06,75.39171582
oval,0.777202073,86.37,0.698012528,67.42586192,90.26,129.31,48.17,55.16108819,0.898109453,0.956902282,0.479303483,0.698012528,1.163598472,0.5577168,1.092588748,0.6093551,0.52065601,100.5,52.63,25.08,73.40387981
oval,0.772223885,111,0.697515714,69.65750054,116.52,167.05,64.01,56.15671606,0.903255814,0.952626159,0.49620155,0.697515714,1.162162162,0.576666667,1.01843462,0.587297297,0.531167005,129,65.19,34,74.30073686
oval,0.801835853,211.73,0.709249142,62.58184066,223.3,314.84,118.83,48.19587405,0.88453159,0.948186296,0.470707071,0.709249142,1.192320408,0.561233647,1.029622149,0.577858593,0.515778844,252.45,122.35,61.29,74.10789266
oval,0.783015243,154.32,0.688997054,64.22969279,161.37,234.21,87.21,51.71494194,0.879928022,0.956311582,0.475543923,0.688997054,1.188374806,0.565124417,1.08955395,0.615733541,0.528609104,183.39,95.02,46.1,72.48748582
oval,0.780660377,106.38,0.723063555,70.95116799,116.5,161.12,61.2,57.07308648,0.926220385,0.913133047,0.486563842,0.723063555,1.182365106,0.575296108,1.125490196,0.64749013,0.508823529,125.78,68.88,31.14,73.88192613
oval,0.81015301,236.93,0.736479336,60.53518643,257.51,349.65,129.25,48.52448262,0.909062026,0.920080774,0.456278462,0.736479336,1.195585194,0.545519774,1.063365571,0.580086946,0.525338491,283.27,137.44,67.9,72.34283618
oval,0.784342688,58.01,0.719122827,67.02168265,63.29,88.01,33,53.46635393,0.916847747,0.916574498,0.47805302,0.719122827,1.189967247,0.568867437,1.103030303,0.627478021,0.516060606,69.03,36.4,17.03,73.59615479
oval,0.783485522,133.06,0.699643537,57.85667378,143.28,204.79,75.01,44.35106323,0.89298847,0.928671133,0.467497663,0.699643537,1.205846986,0.563730648,1.016131183,0.57282429,0.520063991,160.45,76.22,39.01,72.74817741
oval,0.806065649,236.35,0.746729026,63.9035832,260.25,348.52,131.03,52.08811949,0.926387356,0.908165226,0.466415121,0.746729026,1.188618574,0.554389676,1.088605663,0.603511741,0.516522934,280.93,142.64,67.68,73.53468506
oval,0.792513661,125.04,0.714480874,68.51167909,130.75,183,72.01,54.68518128,0.901537613,0.956328872,0.496517962,0.714480874,1.159868842,0.575895713,1.025135398,0.590371081,0.513817525,145.03,73.82,37,75.14343205
oval,0.777095487,172.84,0.676350936,72.96049212,176.23,260.56,98.62,60.37878878,0.870357566,0.980763775,0.48706045,0.676350936,1.171488081,0.570585513,1.13830866,0.64950243,0.519570067,202.48,112.26,51.24,73.29022996
oval,0.778265076,308,0.739675374,66.49867185,344.06,465.15,177,53.15926546,0.950415734,0.895192699,0.48893677,0.739675374,1.175357143,0.574675325,1.073841808,0.61711039,0.525480226,362.01,190.07,93.01,74.69715591
oval,0.768662064,200,0.702970297,64.16215767,215.84,307.04,112,51.8320925,0.91453752,0.926612305,0.474556163,0.702970297,1.18005,0.56,1.121428571,0.628,0.517946429,236.01,125.6,58.01,74.63877217
oval,0.803096663,113.11,0.734562951,70.61966207,119.08,162.11,66.07,56.78098948,0.914663185,0.949865637,0.507489054,0.734562951,1.151003448,0.584121651,1.020432874,0.596056936,0.514757076,130.19,67.42,34.01,75.6078867
oval,0.749730603,69.46,0.676275144,64.56688061,75.31,111.36,40.2,51.48307369,0.902024195,0.922321073,0.48149479,0.676275144,1.201986755,0.57875036,1.091044776,0.631442557,0.5,83.49,43.86,20.1,71.00711797
oval,0.775742716,623.12,0.725583657,67.62830846,686.54,946.19,360.14,53.74101353,0.935340599,0.907623736,0.490653951,0.725583657,1.177943253,0.577962511,1.120092186,0.647371293,0.533320375,734,403.39,192.07,73.72005968
oval,0.76299549,218.19,0.70677071,63.72310245,238.21,337.04,127.1,48.68774913,0.926310468,0.915956509,0.494244828,0.70677071,1.178605802,0.582519822,1.054760031,0.614418626,0.527222659,257.16,134.06,67.01,74.15365714
oval,0.800979649,117.35,0.726689603,66.36798252,124.62,171.49,68.26,53.92137817,0.907251019,0.941662654,0.496942341,0.726689603,1.170515552,0.581678739,1.039261647,0.604516404,0.529153238,137.36,70.94,36.12,74.82168926
oval,0.73589119,125,0.681282988,62.93028576,134.24,197.04,70,51.22283691,0.925793103,0.931168057,0.482758621,0.681282988,1.16,0.56,1.100142857,0.61608,0.514285714,145,77.01,36,76.61024617
oval,0.789542119,215,0.747561995,63.05519588,241.47,323.01,120.04,50.44688322,0.946829785,0.890379757,0.470689723,0.747561995,1.186186047,0.558325581,1.194601799,0.666976744,0.541569477,255.03,143.4,65.01,74.31859034
oval,0.771078075,64.07,0.685310323,70.7426802,65.92,96.19,37.05,57.86964297,0.888769044,0.97193568,0.499528111,0.685310323,1.157640081,0.578273763,1.063697706,0.615108475,0.540350877,74.17,39.41,20.02,74.82460636
oval,0.753375079,112.11,0.684896881,69.53652915,119.22,174.07,64.07,56.79152193,0.909104774,0.940362355,0.488561842,0.684896881,1.169744001,0.571492284,1.065085063,0.608687896,0.530825659,131.14,68.24,34.01,74.13707862
oval,0.769958061,255.07,0.654912276,75.54936718,263.91,402.97,139.18,64.67924015,0.850581751,0.966503732,0.448577046,0.654912276,1.216411181,0.545654134,1.27712315,0.696867527,0.510346314,310.27,177.75,71.03,69.3592799
oval,0.774358974,84.85,0.671321499,69.57783719,85.09,126.75,48.51,56.83398651,0.86693836,0.997179457,0.494243505,0.671321499,1.156747201,0.571714791,1.079983509,0.617442546,0.521954236,98.15,52.39,25.32,73.23057801
oval,0.77339047,127.42,0.711406999,62.5811256,139.45,196.02,70.71,50.33984936,0.919854881,0.913732521,0.466424802,0.711406999,1.189766128,0.554936431,1.11002687,0.615994349,0.51407156,151.6,78.49,36.35,70.34617594
oval,0.756524558,121,0.683903388,70.29765219,126.57,185.07,70.01,56.80497754,0.904006857,0.955992731,0.500035712,0.683903388,1.157107438,0.578595041,1.077703185,0.623553719,0.514212255,140.01,75.45,36,75.85701328
oval,0.732264137,258.52,0.71856159,60.23671821,301.53,419.63,151.08,46.14986756,0.981287425,0.857360793,0.491668836,0.71856159,1.1886121,0.584403528,1.077111464,0.629467739,0.526277469,307.28,162.73,79.51,74.11145982
oval,0.762008302,65,0.690551492,71.59830467,69.87,101.18,37.01,58.62188279,0.906225681,0.930299127,0.48002594,0.690551492,1.186153846,0.569384615,1.18427452,0.674307692,0.513374764,77.1,43.83,19,71.77115021
oval,0.748659483,373.43,0.702633671,64.01416752,415.39,591.19,214.28,51.11724457,0.938522368,0.898986495,0.484139178,0.702633671,1.185228825,0.573815708,1.095902557,0.628846102,0.5187605,442.6,234.83,111.16,73.09645885
oval,0.753001017,440.45,0.639311147,69.40194501,439.91,688.1,247.29,58.14200111,0.84901764,1.001227524,0.477264832,0.639311147,1.176387785,0.561448519,1.135266287,0.637393575,0.530146791,518.14,280.74,131.1,73.78134925
oval,0.7464921,118.15,0.68937134,72.02492244,124.79,181.02,71.06,55.89013989,0.923481092,0.946790608,0.525863983,0.68937134,1.143715616,0.601438849,0.979876161,0.58933559,0.52082747,135.13,69.63,37.01,74.58019406
oval,0.71682149,104.12,0.683509851,63.32814913,115.52,169.01,60.03,49.40942191,0.953528683,0.901315789,0.495501444,0.683509851,1.163561275,0.576546293,1.085957021,0.626104495,0.516408462,121.15,65.19,31,75.52757816
oval,0.759858803,179.1,0.692647793,61.95437151,194.26,280.46,102.04,49.85961443,0.911548027,0.921960259,0.478813758,0.692647793,1.189893914,0.569737577,1.127009016,0.642099386,0.529596237,213.11,115,54.04,73.140942
oval,0.786950614,299.3,0.747098528,66.72082621,335.38,448.91,170.56,53.51439105,0.949358847,0.892420538,0.482803521,0.747098528,1.180320748,0.569863014,1.150445591,0.655596392,0.526559568,353.27,196.22,89.81,74.27635562
oval,0.747094595,189.21,0.684560811,63.88608737,202.63,296,108.12,50.78239232,0.916297368,0.933770913,0.488921045,0.684560811,1.168754294,0.571428571,1.038568257,0.593467576,0.518035516,221.14,112.29,56.01,74.35641547
oval,0.742723096,449.29,0.684910401,64.45256475,493.43,720.43,249.88,52.8212016,0.922161172,0.910544555,0.466995589,0.684910401,1.190945714,0.556166396,1.058147911,0.58850631,0.514486954,535.08,264.41,128.56,72.22080999
oval,0.808480465,98,0.752818549,69.77113891,106.17,141.03,56.01,55.46498798,0.931152429,0.923047942,0.491229609,0.752818549,1.163469388,0.571530612,1.099982146,0.628673469,0.517764685,114.02,61.61,29,76.65582672
oval,0.74933036,572.01,0.667049318,68.59814764,610.13,914.67,316.1,57.85688686,0.890193904,0.937521512,0.461197275,0.667049318,1.198213318,0.552612717,1.245112306,0.688064894,0.52834546,685.39,393.58,167.01,71.26823095
oval,0.753359735,97,0.705446991,65.34668277,108.66,154.03,55.04,52.1884668,0.936401241,0.892692803,0.4743192,0.705446991,1.19628866,0.56742268,1.214389535,0.689072165,0.54505814,116.04,66.84,30,72.1290025
oval,0.773964414,184.32,0.725086152,67.74256879,206.2,284.38,103.82,55.85391075,0.936846888,0.893889428,0.471694684,0.725086152,1.194118924,0.563259549,1.150741668,0.648166233,0.514929686,220.1,119.47,53.46,73.25706099
oval,0.725535455,115.45,0.671855709,70.33912849,125.16,186.29,65.97,57.09730616,0.926013613,0.922419303,0.488088192,0.671855709,1.170723257,0.571416197,1.083977566,0.619402339,0.533121116,135.16,71.51,35.17,74.1128315
oval,0.765859962,109.29,0.689555921,62.65135083,117.39,170.24,62.29,51.04326435,0.900368155,0.930999233,0.477757325,0.689555921,1.192972825,0.569951505,1.079948627,0.615518346,0.515973672,130.38,67.27,32.14,74.29136217
oval,0.799280302,200.04,0.720286495,73.16311622,208.17,289.01,116.02,60.14509096,0.901168831,0.960945381,0.502251082,0.720286495,1.154769046,0.579984003,1.069126013,0.620075985,0.517152215,231,124.04,60,74.4274564
oval,0.751547668,77.16,0.695088733,70.90100745,84.21,121.15,43.19,57.55676141,0.924876442,0.916280727,0.47435475,0.695088733,1.180015552,0.559745982,1.171799028,0.655909798,0.511460986,91.05,50.61,22.09,72.08931165
oval,0.761749303,97.01,0.695844385,70.39591185,102.31,147.03,57.04,55.14079315,0.913482143,0.948196657,0.509285714,0.695844385,1.154520153,0.587980621,1.074509116,0.631790537,0.543828892,112,61.29,31.02,75.06858282
oval,0.788845064,120.1,0.713682573,72.26067745,128.47,180.01,70.11,58.64450216,0.90471831,0.934848603,0.493732394,0.713682573,1.182348043,0.58376353,1.1447725,0.668276436,0.514334617,142,80.26,36.06,71.51739737
oval,0.780952666,222.06,0.734067381,65.38510742,245.34,334.22,125.06,52.91748077,0.939963986,0.905111274,0.47913873,0.734067381,1.175403044,0.563181122,1.142411642,0.643384671,0.527986566,261.01,142.87,66.03,73.73979529
oval,0.789821165,314.34,0.732730808,65.37657915,342.94,468.03,179.9,52.83799239,0.927717362,0.916603487,0.48666342,0.732730808,1.175987784,0.572310237,1.059977765,0.606636126,0.525458588,369.66,190.69,94.53,73.59477523
oval,0.781051222,211.62,0.732994491,59.21404389,240.84,328.57,119.44,46.52002739,0.93847173,0.878674639,0.465417138,0.732994491,1.212692562,0.564407901,1.082719357,0.61109536,0.530391829,256.63,129.32,63.35,71.03056397
oval,0.747382451,493.1,0.668772667,74.51771148,521.85,780.31,278.26,61.40840084,0.89481987,0.94490754,0.477134382,0.668772667,1.182701278,0.564307443,1.161288004,0.655323464,0.521203191,583.19,323.14,145.03,74.65246005
oval,0.736656762,172.7,0.668170647,69.25901101,182.15,272.61,98.27,54.0759185,0.907031172,0.948119682,0.489343691,0.668170647,1.162825709,0.569021424,0.965197924,0.549218298,0.521013534,200.82,94.85,51.2,75.09042484
oval,0.783162017,108.04,0.710413607,60.88473279,116.11,163.44,62.03,46.10404727,0.907109375,0.930496943,0.484609375,0.710413607,1.18474639,0.574139208,0.984523618,0.56525361,0.532323069,128,61.07,33.02,74.25840791
oval,0.7174063,131.1,0.654311336,54.15631887,142.28,217.45,75.17,41.30861401,0.912051282,0.921422547,0.481858974,0.654311336,1.18993135,0.5733791,1.128774777,0.647215866,0.53226021,156,84.85,40.01,72.43418317
oval,0.693428571,80.06,0.6415,67.38013505,89.81,140,46.01,53.56914188,0.925113309,0.891437479,0.473939019,0.6415,1.212590557,0.57469398,1.13453597,0.652010992,0.499891328,97.08,52.2,23,69.20367652
oval,0.745060691,168.05,0.647507003,75.8488697,173.37,267.75,93,63.499672,0.869066119,0.969314184,0.466188781,0.647507003,1.187087176,0.553406724,1.17655914,0.651115739,0.516236559,199.49,109.42,48.01,70.9806924
oval,0.741797126,58.08,0.643362642,62.06615331,60,93.26,32.02,51.10324235,0.867302689,0.968,0.462850535,0.643362642,1.191115702,0.55130854,1.100249844,0.606577135,0.530918176,69.18,35.23,17,74.70458891
oval,0.775977149,224.38,0.676906934,62.11685578,232.24,343.09,128.25,49.06241346,0.872328438,0.966155701,0.481726327,0.676906934,1.18651395,0.571575007,1.043196881,0.596265264,0.531150097,266.23,133.79,68.12,74.20094603
oval,0.779723127,83.38,0.707491857,69.98123961,86.88,122.8,49.16,56.87844966,0.907362924,0.959714549,0.513420366,0.707491857,1.14835692,0.58958983,1.083401139,0.638762293,0.530512612,95.75,53.26,26.08,76.46057462
oval,0.792581848,131,0.744301699,69.92660531,143.68,193.04,76,57.59428992,0.939084967,0.91174833,0.496732026,0.744301699,1.167938931,0.580152672,1.015526316,0.589160305,0.513157895,153,77.18,39,73.85566122
oval,0.780063135,274.71,0.731355431,67.76572334,296.55,405.48,161.11,52.51060464,0.937559279,0.92635306,0.509358204,0.731355431,1.151396018,0.586473008,0.983117125,0.576571657,0.528582956,316.3,158.39,85.16,75.7740361
oval,0.802995372,405.28,0.725042902,75.51023741,418.27,576.89,234.17,62.13118831,0.902922891,0.968943505,0.505504706,0.725042902,1.143012238,0.577798066,0.99171542,0.573011251,0.517359183,463.24,232.23,121.15,74.96879461
oval,0.780990824,297.06,0.723883889,62.7806383,328.18,453.36,169.05,50.37519452,0.926878866,0.90517399,0.477447962,0.723883889,1.191914091,0.569076954,1.131085478,0.643674679,0.538598048,354.07,191.21,91.05,73.25412316
oval,0.72864164,114.35,0.69068284,63.45826032,132.1,191.26,64.2,50.8311536,0.947904707,0.865632097,0.460677382,0.69068284,1.218714473,0.561434193,1.113862928,0.625360735,0.514953271,139.36,71.51,33.06,70.76108359
oval,0.730307877,63.03,0.667233107,71.49349857,66.75,100.04,37.01,57.20983501,0.913632631,0.944269663,0.506569943,0.667233107,1.159130573,0.587180708,1.049175898,0.616055846,0.514185355,73.06,38.83,19.03,76.33677066
oval,0.824918228,118.53,0.724412727,53.72613578,121.81,168.15,66.29,41.61161813,0.878163074,0.973072818,0.47790354,0.724412727,1.170252257,0.559267696,0.954140896,0.533620181,0.520893046,138.71,63.25,34.53,73.58754823
oval,0.752226009,294.24,0.705727163,68.71496169,321,454.85,165.98,56.34045167,0.938185007,0.916635514,0.48510887,0.705727163,1.162826264,0.564097336,1.124171587,0.634142197,0.515664538,342.15,186.59,85.59,74.13806279
oval,0.76373218,96.02,0.658671711,72.33927134,97.49,148.01,53.04,61.02933887,0.862438075,0.98492153,0.469214437,0.658671711,1.177254739,0.55238492,1.216063348,0.671735055,0.528280543,113.04,64.5,28.02,70.60053374
oval,0.709283143,79.31,0.666541692,58.98422472,88.89,133.36,46.84,46.34207239,0.93973993,0.892226347,0.495189766,0.666541692,1.192661707,0.590593872,1.101836038,0.650737612,0.533731853,94.59,51.61,25,74.43028855
oval,0.854385965,180.34,0.777551834,70.35759058,195.01,250.8,100.18,59.10278047,0.910070935,0.924773089,0.467519134,0.777551834,1.188200067,0.555506266,1.057995608,0.58772319,0.520562987,214.28,105.99,52.15,70.16011473
oval,0.756398797,80.06,0.705533436,68.36405527,86.83,123.07,46.04,56.87060075,0.93275325,0.922031556,0.494575142,0.705533436,1.162752935,0.575068698,1.060599479,0.609917562,0.521720243,93.09,48.83,24.02,73.50093986
oval,0.800878362,172.57,0.719120069,62.76091192,183.39,255.02,97.25,46.9685084,0.897914219,0.941000055,0.476155503,0.719120069,1.183519731,0.563539433,0.94622108,0.533232891,0.524832905,204.24,92.02,51.04,74.54107325
oval,0.85184182,182.01,0.766599598,74.26969973,198.12,258.44,98.13,62.76656497,0.899931865,0.918685645,0.44574154,0.766599598,1.209548926,0.539146201,1.242637318,0.669963189,0.509935799,220.15,121.94,50.04,69.19164687
oval,0.793344018,144.17,0.773121524,67.73368814,164.01,212.14,82.1,54.99293646,0.974509804,0.879031766,0.48781937,0.773121524,1.167371853,0.569466602,1.003288672,0.571339391,0.524360536,168.3,82.37,43.05,72.85039854
oval,0.735840708,68.36,0.642123894,56.58772802,72.56,113,39.2,41.58213311,0.872639808,0.942116869,0.471437162,0.642123894,1.216354593,0.573434757,1.065561224,0.611029842,0.538265306,83.15,41.77,21.1,70.60721725
oval,0.804682839,330.01,0.74277308,68.27000156,361.01,486.03,188,55.57440216,0.923063155,0.914129802,0.480695474,0.74277308,1.185115603,0.569679707,1.08462766,0.617890367,0.516010638,391.1,203.91,97.01,73.10048031
oval,0.720001017,240.35,0.665369551,71.14832499,261.61,393.18,143.22,57.04192085,0.92412307,0.918733993,0.505916846,0.665369551,1.177824007,0.595881007,1.118419215,0.666444768,0.531071079,283.09,160.18,76.06,73.41275957
oval,0.755137735,192.5,0.662608052,71.72189124,197,297.31,110.89,59.2217028,0.877466483,0.97715736,0.493920093,0.662608052,1.166285714,0.576051948,1.102443863,0.635064935,0.526828388,224.51,122.25,58.42,72.59285087
oval,0.766115392,203.55,0.698584226,58.14752394,223.03,319.26,113.36,46.72413985,0.911852488,0.91265749,0.46346948,0.698584226,1.201621223,0.556914763,1.172724065,0.653107345,0.531139732,244.59,132.94,60.21,72.77400147
oval,0.728866071,141.66,0.646897406,65.67937512,146.16,225.94,82,50.77172098,0.88753947,0.969211823,0.49793539,0.646897406,1.162501765,0.578850769,1.032317073,0.597557532,0.523780488,164.68,84.65,42.95,75.02825297
oval,0.758787177,135.03,0.673232908,70.1353909,139.44,207.12,78.01,58.05826058,0.887248664,0.968373494,0.496373123,0.673232908,1.163889506,0.577723469,1.080758877,0.624379767,0.512882964,157.16,84.31,40.01,74.35520879
oval,0.82962542,257.5,0.74160983,66.20885499,274.01,369.48,144.28,54.03793732,0.893909242,0.939746725,0.470688024,0.74160983,1.190407767,0.56031068,1.081646798,0.606058252,0.514069864,306.53,156.06,74.17,72.22663585
oval,0.769614694,65.07,0.714414055,70.59997618,71.57,100.18,38.01,55.43489792,0.928274968,0.909179824,0.492996109,0.714414055,1.184877824,0.584140157,1.068403052,0.624097126,0.526703499,77.1,40.61,20.02,76.24197105
oval,0.731154966,184.02,0.677903591,62.91475787,209.54,309.1,102.02,49.77598173,0.927168142,0.878209411,0.451415929,0.677903591,1.228127377,0.554396261,1.080768477,0.599174003,0.519603999,226,110.26,53.01,71.56505118
oval,0.787886377,188.1,0.747925014,67.12865455,209.06,279.52,109.04,51.97850866,0.949280298,0.899741701,0.495118739,0.747925014,1.170813397,0.579691653,1.035308144,0.60015949,0.532190022,220.23,112.89,58.03,75.71577108
oval,0.718153573,83.01,0.64373428,65.6611437,87.02,135.18,48.01,50.39765209,0.896374124,0.953918639,0.494540585,0.64373428,1.169497651,0.578364053,1.012289106,0.58547163,0.541970423,97.08,48.6,26.02,76.10116995
oval,0.767804041,210.47,0.704620007,65.36750878,229.84,326.19,119.27,51.18101449,0.917708125,0.915723982,0.476222799,0.704620007,1.189955813,0.566684088,1.040328666,0.589537701,0.529890165,250.45,124.08,63.2,74.41142794
